AÑO,TRIMESTRE,PROVEEDOR,INGRESOS
2021,1,CODISERT S.A.,3011542068
2023,2,MOVETV S.A.S.,27369334
2021,2,TIKNETWORKS SAS,55367552
2021,1,EASY NETWORK REDES Y TELECOMUNICACIONES SAS,22472622
2021,1,NEXO TELECOMUNICACIONES S.A.S.,2905972
2022,4,CORPORACION CIVICA ESTACION COMUNITARIA DE TELEVISION PERLA DEL TATAMA,70998605
2021,2,ASOCIACION  DE COPROPIETARIOS  DE LA ANTENA PARABOLICA  DE SAN GIL- ASOPARSA TELESANGIL,104895950
2021,1,COMUNICACIONES REDES Y ENLACES SAS,305655886
2021,1,GLOBAL VISION TELECOMUNICACIONES S.A.S.,36295567
2021,2,COMPUSEB SOLUTIONS SAS,137407954
2021,3,CAQUEZA TV Y TELECOMUNICACIONES SAS,36323641
2021,1,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,438172698
2021,2,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,51517142
2021,2,INNOVA SOLUCIONES TECNOLOGICAS DE COLOMBIA SAS,102904905
2021,1,S3 SIMPLE SMART SPEEDY S.A.S.,971225307
2022,4,TUNET-WORK S.A.S.,384872500
2020,3,CABLE YUMA SAS,59285000
2021,1,G&A GRUPO EMPRESARIAL S.A.S,0
2021,1,DIGITAL COAST S.A.S.,46830000
2021,2,CLICK OPTICAL NETWORKS S.A.S,16330250
2021,2,HUGHES DE COLOMBIA S.A.S.,14169210896
2021,2,SERVICIOS Y SOLUCIONES EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S,103783650
2021,1,SOTO NORTE DIGITAL S.A.S ZOMAC,5363800
2021,1,SINERGIA SOLUTIONS S.A.S.,32330000
2021,1,CALDAS DATA COMPANY LTDA CADCOM,602588072
2021,2,DIRECTV COLOMBIA LTDA,40143459595
2021,1,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,239835239
2021,1,KIRA ISP S.A.S.,118494148
2020,3,INTER UVA SAS,52946500
2020,4,GROUP TELECOMUNICACIONES P&C SAS,95385400
2021,2,CABLE NET CUCUTA SAS,24410000
2021,1,L.C COMUNICACIONES E U,106984627
2021,1,CONECTANDO ANDO SAS,29676476
2021,2,SERVIREDES CALI SAS,26500000
2022,4,LKS SOLUCIONES INFORMATICAS S.A.S,150862036
2021,1,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,20075573
2021,1,PARABOLICAS HULIG LTDA,279473633
2020,3,DIGITAL COAST S.A.S.,21000000
2020,4,YTV COMUNICACIONES S.A.S,10658883
2021,2,TELENETDATOS.COM S.A.S,137281000
2021,1,SUNNOVA SAS,75889000
2021,1,IMB INGENIERIA EN REDES SAS,38500000
2021,1,CABLE CAUCA COMUNICACIONES SA,498923009
2020,3,FUTURE SOLUTIONS DEVELOPMENT S.A.S.,580286943
2021,1,SERVICIOS TECNOLOGICOS ICOMREDES S.A.S,36293246
2021,2,FIBER NET COMUNICACI�N SUPERIOR S.A.S,9440000
2020,3,"ATYCO - ASESORIAS, TECNOLOGIA Y COMUNICACIONES S.A.S",143532835
2021,1,TV&M�S S.A.S,39756633
2021,2,DM SOLUCIONES TELEMATICAS S.A.S,50242767
2021,2,AZIMUTH CORP S.A.S,111969671
2021,1,O4IT COLOMBIA LTDA,92016194
2022,1,ASOCIACION DE TELEVIDENTES DE MANI,63566400
2021,1,MECATRONICS INGENIERIA Y SOLUCIONES S.A.S.,72000000
2021,2,TELARA�A.NET S.A.S.,63449000
2021,1,ACCESS DIGITAL S.A.S,206646052
2021,2,MAS NET S.A.S,15308000
2021,1,NOVANET DIGITAL S.A.S,2679330
2020,3,TV SUR LTDA,27464706
2021,2,SOLUCIONES INTEGRALES EN TECNOLOGIA Y SEGURIDAD COMPUSEG S.A.S,107000000
2021,1,MEGANET TELECOMUNICACIONES S.A.S,57482000
2021,2,RADIONET SOLUCIONES S.A.,82377084
2021,1,INTERCOM TELECOMMUNICATIONS SAS,2631500
2021,1,WISP SUCRE S.A.S.,78801000
2021,2,WIFINET TELECOMUNICACIONES S.A.S,24100953
2021,2,CABLENET DEL SUR TELECOMUNICACIONES SAS,89100000
2021,2,MOVETV S.A.S.,24410000
2021,2,INTERNET AL CAMPO S.A.S.,131630012
2021,2,WIFIMAX NETWORK S.A.S,17920274
2021,1,NETBEAM S.A.S.,16265167
2021,2,ADN SYSTEM COMUNICACIONES SAS,41284000
2021,1,INTERPLUS TELECOMUNICACIONES SAS,224955016
2021,1,DIGINORTE S.A.S.,219283910
2021,2,VIP SERVICIOS INTELIGENTES S.A.S,40827167
2021,1,SERKOI SERVICIOS DE CONECTIVIDAD INALAMBRICA SAS,195345567
2021,1,WANBRIDGE SAS,142148804
2021,1,IMPORIENTE SOLUCIONES GLOBALES S.A.S,85288541
2021,1,718 TRADING CO SAS,0
2021,2,TIRIAN TELECOMUNICACIONES S.A.S.,924996533
2021,2,REDES INNOVACION Y CONECTIVIDAD S.A.S,74916841
2021,1,SOLUCIONES ESTRAT�GICAS DE TELECOMUNICACIONES S.A.S.,147853556
2021,1,MV COMUNICACIONES DEL VALLE S.A.S,10236156
2021,2,LOGISTICA EN TELECOMUNICACIONES S.A.S.,58905000
2021,2,PSI TELECOMUNICACIONES DE COLO,219509338
2021,1,@DIGITAL GROUP SAS,628671589
2021,1,LIGA DE TELEVIDENTES Y SERVICIOS COMUNITARIOS DEL MUNICIPIO DE CHIA,77355740
2021,1,SUMERTEL COMUNICACIONES S.A.S.,10075278
2021,1,GRUPO UNO TELECOMUNICACIONES SAS,184205894
2021,1,METRONET COLOMBIA SAS,61582047
2021,1,AZIMUTH CORP S.A.S,108460744
2021,1,DIGITVNET S.A.S,115400000
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,113510528879
2020,3,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,25504773
2021,1,H V TELEVISION S.A.S.,18722785238
2021,1,M@STV PRODUCCIONES SAS,797278000
2020,3,MV COMUNICACIONES DEL VALLE S.A.S,26491169
2021,1,MAXTECHNOLOGY COMUNICACIONES S.A.S,30093000
2021,1,SOLUCIONES TECNOLOGICAS NUEVO MUNDO S.A.S,48065000
2021,2,REDNET GROUP S.A.S,412264238
2021,1,CONEXIONES TECNOLOGICAS Y COMUNICACION SAS,2109179102
2020,3,EVERNET S.A.S.,747073602
2021,1,SERVYCOM COLOMBIA SAS,271642600
2021,1,MIRAVISION S.A.S,185405897
2020,3,ECOCONEX S.A.S,48597218
2021,1,FABRIMETAL ARROYAVE S.A.S.,125689050
2021,2,INTER REDES DEL MAGDALENA SAS,143210465
2020,4,LOGYCABLE S.A.S.,63445660
2021,1,REDES F.OPTICAS S.A.S.,295087659
2021,1,LEVEL9 TELECOMUNICACIONES S.A.S,23051000
2021,1,CONEXXION WI-FI LTDA,77306379
2021,1,ISPA TELECOMUNICACIONES S.A.S,108045281
2021,2,SUPER WOW COLOMBIA S.A.S.,323685479
2021,1,CLICK-CONECTIVIDAD SIN FRONTERAS S.A.S,135971329
2021,1,REDES.COM INTERNET BANDA ANCHA S.A.S,38327000
2021,1,T-CONECTA SAS,67003558
2021,2,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,12394136
2021,1,CABLE DIGITAL DE COLOMBIA SAS,161537522
2021,2,ERT SA ESP,1874339195
2021,1,CONECTA2 COLOMBIA S.A.S.,6606881
2021,1,SERVIDATA ELECTRONIC SAS,14366387
2021,1,QUALITY NET JM S.A.S. ZOMAC,103051718
2021,2,ASOCIACI�N ANTENA PARAB�LICA DEL SOCORRO,212571916
2021,1,CONECTAMOS SOLUCIONES S.A.S,231105267
2021,2,INTERVID TELECOMUNICACIONES S.A.S.,6625000
2021,1,ELEMEING S.A.S,90780749
2021,1,DIFUDATOS S A S,395373988
2021,1,ANS COMUNICACIONES LTDA,93691100
2020,3,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS,135703364
2021,2,IPCOM SISTEMAS S.A.S,68521035
2021,2,IP COMUNICACIONES Y TECNOLOGIA S.A.S,11809800
2021,1,PLUSNET SOLUCIONES TECNOLOGICAS S.A.S.,5201700
2021,2,CONEXION WISP S.A.S,26785000
2021,2,SOLUCIONES & COMUNICACIONES TICS SAS,209736692
2021,2,H V TELEVISION S.A.S.,19785715747
2021,2,MEGANET TV S.A.S,216648681
2020,4,RADIONET SOLUCIONES S.A.,85011973
2021,1,SERVICIOS INTEGRALES TELECOMUNICACIONES SAS,224674633
2021,1,CR.ISP TELECOMUNICATION PROVIDER S.A.S.,110309762
2021,1,WIFINET TELECOMUNICACIONES S.A.S,23084141
2020,3,SERTELCON S.A.S.,2372486
2021,1,R&R TELECOMUNICACIONES S.A.S,121836500
2021,1,REDECONES DE OCCIDENTE S.A.S.,4633200
2021,1,DIGICOMS SAS,127942199
2021,1,Empresa de Tecnolog�a y Comunicaciones 7 S.A.S ZOMAC,12160000
2021,1,WG COMUNICACIONES SAS,133028135
2020,3,ANTENA DE TELEVISION YUMBO S.A.S,405000
2021,1,MERNAHF SAS,4298300
2021,2,RED DIGITAL TELECOMUNICACIONES S.A.S.,79886430
2021,1,WIRELESS COLOMBIA S.A.S.,371774666
2021,1,FIBRANETPLUS S.A.S.,31743961
2020,3,LOGYCABLE S.A.S.,54522344
2021,1,CABLE NET CUCUTA SAS,114241034
2021,1,SOLUCIONES DIGITALES.COM S.A.S,19230000
2021,1,WIFAO COLOMBIA S.A.S.,63725123
2021,2,TUCABLE S.A.S.,568029422
2021,1,VILLAWEB TELECOMUNICACIONES SAS,12257357
2021,1,ALNET TELECOMUNICACIONES S.A.S,4827761
2021,2,INTERPLUS TELECOMUNICACIONES SAS,202414867
2023,2,IT. TECHNOLOGY R&M S.A.S.,67062221
2020,4,INTERCONEXIONES & COMUNICACIONES SAS,51988069
2021,2,PROVINET TELECOMUNICACIONES SAS,64199290
2021,1,WISPER INTERNET INALAMBRICO S.A.S,34395000
2021,1,GROUP TELECOMUNICACIONES P&C SAS,168674000
2023,2,URBAN COMUNICACIONES S.A.S,13261971
2021,1,COMUNICACIONES ESTELARES DE COLOMBIA  S.A.S.,97100000
2021,1,IP TECHNOLOGIES SAS,1078547965
2021,1,MILLENNIALS NETWORK S.A.S.,13400000
2021,1,ENTRE RED CONECTANDO EXPERIENCIAS S.A.S,19385000
2021,1,AFCV COMUNICACIONES SAS,75010000
2020,3,WI-SAT COMUNICACIONES S.A.S.,9087287
2021,1,SERVICIOS PUNTO AZUL COMUNICACIONES S.A.S.,151454000
2020,3,ANDITEL S.A.S,82373809
2021,1,SP SISTEMAS PALACIOS LTDA.,2395943000
2021,2,COLOMBIATEL TELECOMUNICACIONES S.A.S.,1442421150
2021,1,C&C WIFI SAS,63121134
2021,1,TV ISLA LTDA,969329639
2021,2,MERNAHF SAS,15320400
2022,1,TV SANV SAS,3426967996
2020,3,ALTITUD STUDIOS S A S,99545200
2021,2,ATENEA TELECOMUNICACIONES S.A.S.,914621752
2021,2,GRCOM.NET S.A.S,10280700
2021,1,TECNOLOGIAS MERCATECH S.A.S,98818181
2021,1,GMARTEL SOLUCIONES INTEGRALES Y TELECOMUNICACIONES S.A.S,62455256
2021,1,PANDORA SOLUCIONES INFORMATICAS Y WIRELESS W.I.S.P S.A.S.,80094570
2021,1,CORPORACION ANTENA PARABOLICA VECINOS DE LOS BARRIOS FRANCISCO ANTONIO ZEA Y AL,13153540
2021,1,SOLUCIONES LOGISTICAS Y TECNOLOGICAS S.A.S,1125161
2021,1,"SOCIEDAD DE TELEVISION, MERCADEOS Y TELECOMUNICACIONES S.A.S",330130000
2021,2,UHF COMUNICACIONES SAS,275838019
2021,1,LIBRE COMUNICACIONES SAS,269013587
2021,1,PRODUCTOS INFORMATICOS DE COLOMBIA - PIDECOL S.A.S.,21000000
2021,1,SM@RT NETWORK S.A.S.,15064000
2021,1,FC COMUNICACIONES S.A.S,36543600
2020,3,INFINITICS S.A.S.,185000
2021,2,CORPORACION ANTENA PARABOLICA GALAXIA EL PE�OL,227879297
2021,1,OSEGUTV SAS,7935000
2021,1,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,1265573285
2020,3,ZULDEMAYDA COMUNICACIONES,9602350
2021,2,COMPA�IA COLOMBIANA DE TELECOMUNICACIONES SAS,245342360
2020,4,SERVICIOS DE CONECTIVIDAD S.A.S.,57142000
2020,3,TELECOMMUNICATIONS ADVANCE GROUP S.A.S.,228212456
2021,1,DI. REDES Y COMUNICACIONES S.A.S,13780771
2021,1,NETWORKING INTERNET S.A.S,3800000
2022,1,AXESAT S.A.,3836225023
2023,2,ASOCIACION DE TV COMUNITARIA DEL MUNICIPIO DE OIBA ASOUAPO,46377168
2020,3,CON�CTATE TELECOMUNICACIONES S.A.S,24620014
2023,2,HISPASAT S.A. SUCURSAL COLOMBIA,590762310
2021,1,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,95253968
2021,2,CABLE EXITO SAS,822947767
2021,1,SUPERACTIVA S.A.S.,212756834
2020,3,WIRELESS COMMUNICATIONS COLOMBIA S.A.S. - WIRLCOMM S.A.S.,102467702
2021,1,ASOCIACION ANTENA PARABOLICA AMAGA,7144450
2021,1,CABLE SAS,238276000
2021,1,PEDRO ALBERTO DELGADO REYES E.U.,37590000
2021,2,NEIA SAS,67728129
2021,1,NETWORKS INTERCONNECTED BY EXPERTS COMUNICACIONES S.A.S,116843527
2021,1,COMUNICACIONES SUR COLOMBIANA S.A.S,613913418
2020,3,QUALITY NET JM S.A.S. ZOMAC,72271671
2021,1,INVERSIONES Y COMUNICACIONES SATELITALES - INVERSAT S.A.S.,33445897
2021,1,VISION SATELITAL COMUNICACIONES S.A.S.,1037983513
2021,1,DIAMOND SECURITY SYSTEMS S.A.S,14411500
2020,3,DANHER REDES Y SERVICIOS S.A.S.,82332559
2021,1,SERVIRED SYJ S.A.S,36916719
2021,1,SEPCOM COMUNICACIONES SAS,171105084
2021,1,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,438911000
2021,2,CORPORACI�N TELE CARIBE,8043000
2021,1,SERVIREDES CALI SAS,29850000
2021,1,CABLENETBAG S.A.S,159921000
2021,1,SERVICIOS Y SOLUCIONES TV S.A.S.,56211500
2021,2,FIBRANET SAS,95582000
2020,3,DIALNET DE COLOMBIA S.A   ESP.,4279917090
2021,2,CAQUEZA TV Y TELECOMUNICACIONES SAS,51886089
2020,3,C & C VISION S.A.S.,448910000
2022,1,VESGA TELECOMUNICACIONES SAS,373136026
2021,4,FIBRANET SAS,102790000
2021,2,TOTAL CONEXION 10D S.A.S,14135000
2020,4,DIGITAL COAST S.A.S.,35420000
2021,1,SERVICIOS DE CONECTIVIDAD S.A.S.,77323695
2021,1,GARDEN TECHNOLOGY SAS,832617063
2021,1,HOME TV COMUNICACIONES S.A.S.,553889498
2021,2,CABLELINEA S.A.S.,337914727
2021,1,NETPLUS TELECOMUNICACIONES SAS,19520000
2021,1,CABLE ANTENA LTDA,41796350
2021,1,INFRATEL COMUNICACIONES SAS,97525983
2020,4,WIFINET TELECOMUNICACIONES S.A.S,24000111
2021,1,TV MAC S.A.S.,94104000
2021,1,INTEGRA MULTISOLUTIONS S.A.S.,3278844192
2021,2,ASOCIACION TELEVISION DE SUPIA CALDAS,139950000
2021,1,FUNDACION VISION 20/20 COLOMBIA,15560000
2021,2,REDES DEL VALLE POR COLOMBIA S.A.S,9216000
2021,1,BETEL SOLUCIONES S.A.S.,521448098
2021,1,MIKROTECK S.A.S.,30513641
2021,2,CORPORACION CIVICA ESTACION COMUNITARIA DE TELEVISION PERLA DEL TATAMA,61640674
2021,1,PSI TELECOMUNICACIONES DE COLO,212224402
2021,1,INVERSIONES ACOSTA VERGARA S.A.S.,1606500
2021,1,TECNO MELCON SAS,16601667
2021,1,TURBO REDES TELECOMUNICACIONES S.A.S.,77487076
2021,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,113416687934
2021,1,COTV@S TELECOMUNICACIONES S.A.S,7500000
2021,2,BT COLOMBIA LTDA.,584827865
2020,3,INTER-LIND@ SAS,7692600
2021,1,CENTURYLINK COLOMBIA S.A.,16218075614
2021,1,TELECOMMUNICATIONS ADVANCE GROUP S.A.S.,234992175
2021,2,TV GAITAN TELECOMUNICACIONES S.A.S,237798298
2021,2,@DIGITAL GROUP SAS,728416407
2021,1,MAX INTER FIBRA S.A.S.,47816078
2021,1,DIUFF.NET TELECOMUNICACIONES SAS,21259634
2020,3,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,887012840
2020,3,NET&COM LTDA.,66747307
2020,3,GLOBALTRONIK S.A.S,112387698
2020,3,TELENET DIGITAL S.A.S.,106766000
2020,3,FIBRANET SAS,38484000
2021,1,SKYNET DE COLOMBIA S.A.S. E.S.P,1740089424
2021,1,INTERMEGAMUNDO PARTNERS SAS,152592296
2021,2,EMPRESA DE TELECOMUNICACIONES IQUINET INGENIERIA S.A.S.,6620666
2021,2,INGENIERIA GPON TV S.A.S,61525000
2021,1,GC HOGAR.NET S.A.S.,29796000
2021,1,TUNORTETV TELECOMUNICACIONES S.A.S,252212000
2020,3,DRG-SOLUCIONES SAS,22099920
2021,1,ANDITEL S.A.S,101903136
2022,4,TECH SYSTEM PLUS TELECOMUNICACIONES SAS,99773358
2020,3,INTERLANS S.A.S.,407324000
2021,2,PROMOTORA DE TELEVISION. INTERNET Y COMUNICACIONES SAS,342003403
2021,1,SILCOM TELECOMUNICACIONES S.A.S.,355574494
2023,2,INTEDCOL SAS,44443872
2020,3,GC HOGAR.NET S.A.S.,35832500
2020,3,MEGAS.NET S.A.S.,11355000
2021,1,EYON RV S.A.S,117760910
2020,3,CABLE Y TV  YOPAL S.A.S. INTERNET INALAMBRICO,1061059928
2021,1,INGETTEL LTDA,571169000
2021,1,SUPERFIBRAS COLOMBIA SAS,261515000
2021,1,BANSAT S.A.,320099409
2020,4,NOVANET DIGITAL S.A.S,1445000
2021,2,ALFASURT TV CABLE SAS.,288397980
2021,2,COMUNICACIONES SUR COLOMBIANA S.A.S,651737206
2021,1,CABLETAME S A S,832041496
2021,1,DSC TELECOMUNICACIONES S.A.S,499800
2021,2,WIRED S.A.S.,420896000
2021,2,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,182635400
2020,3,TV MOJANA S.A.S,70059636
2021,2,COTV@S TELECOMUNICACIONES S.A.S,10000000
2021,2,ADMINISTRADORA DE REDES Y SERVICIOS ADMINRED S.A.S.,13695000
2021,1,TELCAD DIGITAL TV COMUNICACIONES SAS,18050000
2020,4,NAVEGA COMUNICACIONES SAS,87231102
2020,3,YTV COMUNICACIONES S.A.S,7440529
2021,2,S3 SIMPLE SMART SPEEDY S.A.S.,906456689
2021,1,INFINITELCOM SOLUCIONES S.A.S,57316000
2021,1,REDNET GROUP S.A.S,430085756
2021,1,ACERONETTV SOCIEDAD POR ACCIONES SIMPLIFICADA,31120000
2021,1,EME S.A.,208907544
2021,3,INFINITELCOM SOLUCIONES S.A.S,77888500
2021,1,WIRELESS COMUNICACIONES S.A.S,0
2020,3,CONETXIA S.A.S,3370000
2021,1,ISANET TELECOMUNICACIONES SAS,538387
2021,1,CELSIA COLOMBIA S.A. E.S.P.,1078532848
2021,1,RACOM S.A.S. REDES Y ASESORIAS EN COMUNICACIONES,63221597
2021,1,SARDINATA NETWORKS SAS,32263034
2021,1,EGA COMUNICACIONES S.A.S.,18508000
2021,1,WALIX S.A.S.,356620000
2021,1,JEFFERSON AFE S.A.S,140521967
2020,3,SANTELELLANO SAS,65465770
2021,2,GTD COLOMBIA S.A.S.,3996930148
2021,1,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,166513900
2021,1,FIBRAWISP S.A.S,37158520
2021,1,LIBRE TECNOLOGIA SAS,15508876
2021,2,FIBERNET TV S.A.S,805452025
2021,2,CORPORACION CIVICA PROGRESAR,99590000
2021,2,CORPORACION ANTENA PARABOLICA DE GUATAPE CORPAGUA,62340286
2021,1,ASIS OBRAS Y SERVICIOS S.A.S,5060974
2021,2,SERVIDATA ELECTRONIC SAS,5921161
2021,2,CABLE ANTENA LTDA,43216500
2021,1,COMPA�IA INTEGRAL DE RECURSOS EN TELECOMUNICACIONES SAS,80026000
2021,2,ENSOTEL S.A.S,56107531
2021,1,INTER REDES DEL MAGDALENA SAS,127759368
2021,1,INTERNEXA S.A E.S.P.,10078951788
2021,1,COMUNICACIONES S & H FIBER LINK S.A.S.,10771000
2021,1,SERVICIOS PROFESIONALES EN NETWORKING LIMITADA,84984025
2021,2,SOLUCIONES LOGISTICAS Y TECNOLOGICAS S.A.S,6689000
2020,3,SERVIRED 3D SAS,30997000
2021,1,ASOCIACION DE ANTENA PARABOLICA  COMUNITARIA SIN ANIMO DE LUCRO SAN ROQUE,55102576
2021,1,WORLD CONNECTIONS S.A.S.,256840000
2021,1,AUMRED SAS,11049703
2021,2,DIAMOND SECURITY SYSTEMS S.A.S,21133201
2021,2,PLANETA PUNTOCOM SAS,13114463
2021,2,FIBRANETPLUS S.A.S.,60653500
2021,2,ZULDEMAYDA COMUNICACIONES,15871000
2020,4,DIFUDATOS S A S,363561763
2020,4,ANDITEL S.A.S,214358355
2021,1,SUPER WOW COLOMBIA S.A.S.,217672567
2021,1,SISTELME SAS,210940733
2021,1,ORIENTE M�O TELECOMUNICACIONES S.A.S ZOMAC,104180661
2021,1,REDES INTEGRALES DE TELECOMUNICACIONES AyG SAS,154155005
2021,1,GLOBALNET INGENIERIA SAS,93900200
2021,2,INVERSIONES Y COMUNICACIONES SATELITALES - INVERSAT S.A.S.,69531000
2021,1,TELNET ISP S.A.S.,195887463
2021,1,SISTEMAS Y TELECOMUNICACIONES DEL CARIBE S.A.S,187604868
2021,1,CAFETEL TV SAS,119115000
2021,1,ASOC.COPROPIETARIOS ANT.PARAB. SUESCA,31171400
2020,3,TV MAC S.A.S.,83723000
2020,3,CABLEMAS S.A.S,713098011
2021,2,COMUNICACION CELULAR S A COMCEL S A,436622308947
2021,1,SERVICIOS SMAI GROUP S.A.S.,199417964
2021,2,RADIO FRECUENCIA COMUNICACIONES S A S,156246534
2021,2,INSITEL S.A.S.,1820100568
2021,1,MANAR.NET S.A.S.,23093783
2021,1,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,30460000
2021,2,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES COOSUMA SIGLA COOSUMA,19434000
2021,1,BOR - CONEXIONES S A S,130459724
2021,1,PLANETA PUNTOCOM SAS,11689461
2021,1,NETBYTE SAS,25183173
2021,1,ERT SA ESP,1753551641
2021,1,AZTECA COMUNICACIONES COLOMBIA S.A.S,30378910999
2020,4,IST INGENIERIA Y SOLUCIONES TECNOLOGICAS S.A.S,30667688
2021,1,INTERNET Y TELECOMUNICACIONES DE COLOMBIA S.A.S.,122421319
2021,2,ASOCIACION COMUNITARIA PARABOLICA GRANADA,52016200
2021,1,MEGANET TV S.A.S,196796000
2021,1,TELEMATICS NETWORK SAS,123874000
2021,1,CORPORACION DE TELECOMUNICACIONES MARIALABAJA,97362851
2021,1,TELEDATA COLOMBIA S.A.S,9308200
2021,1,BLUE TRADERS SAS,49339023
2021,2,ASOCIACION COMUNITARIA ANTENA PARABOLICA SAN RAFAEL,50927281
2021,1,HM TELECOMUNICACIONES DEL CAUCA SAS,183690000
2021,1,FUTURE SOLUTIONS DEVELOPMENT S.A.S.,795440173
2020,3,CORPORACION CIVICA ESTACION COMUNITARIA DE TELEVISION PERLA DEL TATAMA,37265740
2021,2,WISP INGENIERIA SAS,84970000
2021,1,LOGYCABLE S.A.S.,69572200
2021,1,INFRAESTRUCTURA Y SERVICIOS DE COLOMBIA SAS,152987000
2022,4,S.A TELECOMUNICACIONES FINET S.A.S.,11530000
2021,1,CON�CTATE TELECOMUNICACIONES S.A.S,33702500
2020,3,C & B TELECOMUNICACIONES SAS,3589141
2021,2,TELENET DIGITAL S.A.S.,119903699
2021,1,TELECOMUNICACIONES FACILRED S.A.S.,119156753
2021,2,NETBEAM S.A.S.,11182047
2021,2,TV MOJANA S.A.S,312892760
2021,2,ASOCIACION ANTENA PARABOLICA COMUNITARIA DEL MUNICIPIO DE COCORNA ANTEPACO,62721600
2021,1,LECARVIN SAS,397137116
2021,1,CORPORACION CIVICA PROGRESAR,93516000
2021,2,EL MUNDO EN SUS MANOS INTERNET SAS,25068290
2021,1,SISTEMAS LAN Y TELECOMUNICACIONES S.A.S. - SYSLAN,13679000
2021,1,ASONET COLOMBIA LTDA,427258994
2020,3,DIASCON INGENIERIA S.A.S,32601338
2020,3,INTELCOM CALI SAS,83358000
2021,2,O4IT COLOMBIA LTDA,120061440
2021,1,COLUMBUS NETWORKS DE COLOMBIA LTDA,52710131366
2021,1,TOP LINK S.A.S,3000000
2022,1,TUNET-WORK S.A.S.,31891335
2021,1,TOTAL BAND COMUNICACIONES S.A.S,62674843
2021,3,SERVIYA.NET S.A.S,153725887
2021,1,CABLE NET UNIVERSAT S.A.S,176883857
2020,3,HIZ TELECOMUNICACIONES S.A.S,622422000
2021,1,SISTELINTER S.A.S,18278000
2021,2,PARABOLICAS HULIG LTDA,93735483
2021,1,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES COOSUMA SIGLA COOSUMA,10121000
2021,1,C & C VISION S.A.S.,442000000
2021,1,ISP PROVEEDOR DE SERVICIOS DE INTERNET S.A.S,144227000
2021,1,FIBERCOM TV S.A.S,203954443
2020,3,CONECTTIC S A S,332437638
2021,1,JHON JAIRO MESA MESA E INGENIEROS ASOCIADOS SAS  JJMMELECTRONICS S.A.S.,138620003
2021,1,IP RED LTDA.,119367090
2020,4,ASOCIACION ANTENA PARABOLICA AMAGA,49933632
2020,3,COMPA�IA INTEGRAL DE RECURSOS EN TELECOMUNICACIONES SAS,30280000
2021,1,BIOCONSTRUCTORES ASOCIADOS S.A.S,41666806
2021,2,C & B TELECOMUNICACIONES SAS,19346000
2021,1,IFX NETWORKS COLOMBIA S.A.S.,16215365161
2021,1,NETTWINS S.A.S.,5457185
2021,1,TELCOFIBER SAS SOLUCIONES INTEGRALES EN INGENIERIA DE TICS,2739496
2021,1,GPON TECHNOLOGY S.A.S,11302520
2021,2,CHATNET COMUNICACIONES SAS,3855000
2021,2,LIGA DE TELEVIDENTES Y SERVICIOS COMUNITARIOS DEL MUNICIPIO DE CHIA,54919160
2021,1,SPACE COMUNICACIONES S.A.S.,218185250
2023,2,"ATYCO - ASESORIAS, TECNOLOGIA Y COMUNICACIONES S.A.S",170030000
2021,1,CORPORACION ANTENA PARABOLICA GALAXIA EL PE�OL,207429899
2021,1,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS,377769595
2021,1,PLEXTEL COMUNICACIONES SAS,20079062
2021,1,TECNOSERVICOM S.A.S.,137960340
2020,3,REDNET GROUP S.A.S,361495012
2020,3,ALFANET TV S.A.S,216671871
2021,1,FIBERNET COLOMBIA S.A.S,210636000
2021,1,ENIGMA IMCT SAS,209440604
2021,1,C@BLETV SAS,0
2020,3,ASOCIACION ANTENA PARABOLICA AMAGA,31708628
2021,1,TIVIT COLOMBIA DC TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,36729495
2021,1,ROYALNET TELECOMUNICACIONES SAS,211270525
2021,1,C & B TELECOMUNICACIONES SAS,15340157
2021,1,M&M INVERSIONES MORENO S.A.S,364991066
2021,2,GESTIONAR COMUNICACIONES S.A.S.,50072943
2021,1,MOVETV S.A.S.,25680000
2021,1,SERVICONECTION SAS,129353222
